OrigTrialNum,Subj,Subj_Ranked,SexFM,StyleDR,Block,Trial,MinDist,HitFlag,t_throwOnset,t_HSmax,t_MinDist,t_InterTrial,PeakHandSpeed,PeakTipSpeed,WhipExt_PeakHand,WhipAzAng_PeakHand,HandAzAng_PeakHand
93,1,10,0,1,3,28,0.0441239256894047,0,1.132,1.466,1.68,5.072,5.67477239160217,30.9985839880654,1.47598444579175,-10.8245404328429,29.6832837775119
94,1,10,0,1,3,29,0.139804278040872,0,1.45,1.77,1.956,5.36799999999999,6.33907072078861,35.7141425685862,1.43097927201065,-7.61255143150811,33.1565347356029
95,1,10,0,1,3,30,0.0296634654857541,1,1.308,1.624,1.814,5.55200000000002,5.52999298390732,32.6828218796671,1.4676928986243,-7.62209932920479,37.5164518163597
96,1,10,0,1,3,31,0.0493253988130033,0,1.298,1.654,1.862,5.43199999999996,5.25266940579641,31.3319768334157,1.49272101319485,-8.82409117420019,35.9050581460992
97,1,10,0,1,3,32,0.0683716284472257,0,1.156,1.654,1.846,5.87200000000001,6.18885312911914,38.3151322660842,1.46259856201653,3.77857046922264,37.6870078154571
98,1,10,0,1,3,33,0.0401647559070669,0,1.116,1.462,1.644,5.80800000000002,6.36681192994068,34.8616895050544,1.44099618300092,-10.4516150393083,36.3056242596417
99,1,10,0,1,4,1,0.093149501101863,0,1.296,1.6,1.822,NaN,6.02847935825544,34.230922215926,1.42398152749356,-3.1450145667917,25.0571727290472
100,1,10,0,1,4,2,0.160831564478274,0,1.226,1.534,1.734,4.942,6.55444488885325,37.5076901313257,1.46999769748403,-4.58222716426138,21.9866994011107
101,1,10,0,1,4,3,0.262496214609518,0,1.2,1.484,1.69,4.826,6.30094880214727,33.9497316634694,1.47535368672188,-9.85395596619696,22.4470519590682
102,1,10,0,1,4,4,0.0876083557685455,0,1.17,1.436,1.63,4.834,6.36264972825836,37.625539647835,1.43196854431376,-6.74955733656242,26.5757644293052
103,1,10,0,1,4,5,0.103306050063823,0,1.216,1.53,1.738,4.984,5.9398110846239,32.2380247394673,1.50893599895529,-8.04139426325872,21.8727098544224
104,1,10,0,1,4,6,0.054259581735877,0,1.238,1.518,1.702,4.808,6.37699441147624,35.3629894602527,1.50490495865595,-5.56345103267245,36.3582242992082
105,1,10,0,1,4,7,0.103652556237473,0,1.228,1.51,1.698,4.77,6.49233968867057,36.7839494026969,1.51164784235019,-11.9154312688478,30.1132139972167
106,1,10,0,1,4,8,0.105300835899133,0,1.256,1.546,1.738,4.93,6.68978392103392,37.9207410335992,1.45783394569847,-3.72040702717038,27.6032525191761
107,1,10,0,1,4,9,0.112890706057944,0,1.288,1.606,1.796,5.106,5.98444965934956,33.498199949795,1.49774459888932,-7.86998837728993,29.280703703126
108,1,10,0,1,4,10,0.0703360483312475,0,1.4,1.684,1.886,5.094,5.95397781946887,33.8959174704174,1.46883921340768,-15.5692321499826,32.7155650055405
109,1,10,0,1,4,11,0.0692448190858324,0,1.308,1.596,1.79,5.21,5.8205524787659,35.6183251969197,1.47371353488725,-2.5721695935465,33.4022860735318
110,1,10,0,1,4,12,0.062963386272686,0,1.478,1.748,1.944,5.324,6.18728625721682,33.9205574671616,1.35726643970289,-8.31741483885469,37.0050857460812
111,1,10,0,1,4,13,0.0530794491614931,0,1.26,1.534,1.728,6.45399999999999,6.18481819342647,37.0224743604586,1.51464476386,-7.99255351507304,20.7586591191096
112,1,10,0,1,4,14,0.0390656910476586,0,1.428,1.696,1.898,6.00000000000001,6.12890458994109,36.6233863641549,1.43311821037885,-7.19832104614733,26.3487122277293
113,1,10,0,1,4,15,0.0825353028887891,0,1.408,1.684,1.9,5.196,6.10724855545228,35.2178276702139,1.51347205037304,-10.3089266938185,23.8477203798791
114,1,10,0,1,4,16,0.105312529680405,0,1.632,1.928,2.132,5.56,6.09809872035141,36.9013374524782,1.45977397089857,3.19820753244315,31.1599533280642
115,1,10,0,1,4,17,0.155799484487637,0,1.474,1.76,1.986,5.16399999999999,6.15014033033694,34.9756897911117,1.46757239445965,-15.8512776588134,18.8196381160668
116,1,10,0,1,4,18,0.123176102199797,0,1.246,1.53,1.734,5.364,5.92339655100827,36.6568302774229,1.51982002181105,-16.0134058868973,24.4217412342081
117,1,10,0,1,4,19,0.0271726021210453,1,1.388,1.7,1.91,5.41799999999999,5.716001175298,35.1470940831047,1.47871197342095,-0.976149913593417,28.3196606804767
